,Company,Sector,Industry,Country,Website,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio, / 21.54,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS growth next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility (Week),Volatility (Month),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
40,ZEPP,Zepp Health Corporation,Technology,Consumer Electronics,,,,0.77,3.36%,61.28M,5.56%,80.54M,4.93,0.27,0.00%,30.67M,17.70%,46.90M,,0.01,32.80%,0.11% / 0.76,,562.60M,0.14,324.60%,2.50%,0.03M,30.73%,5.8,0.23,200.00%,6.10%,3.4,25.70%,2.3,0.58,8.71%,12.50%,1.05  2.19,8.28%,,,49.70%,8.30%,39.27%,0.84,,1.5,15.10%,18.70%,26.67%,0.08,987,2.2,14.80%,10.40%,63.72,8.30%,6.22%,Yes,0.63,56.80%,8.30%,0.49,1.3,Yes,0.36,Aug 21 BMO,,45.93K,1.33,1,8.00%,13.11%,7.10%,"15,261",2.31%
41,ZENV,Zenvia Inc.,Technology,Software  Application,,,,1.09,45.35%,41.74M,7.33%,30.30M,,0.16,0.00%,10.65M,1.31%,45.90M,,,30.60%,0.25% / 0.27,,150.10M,0.2,438.90%,5.51%,0.03M,37.20%,4.63,0.16,,12.10%,1.54,65.77%,,,,21.60%,0.63  2.83,33.92%,,,,17.70%,73.15%,1.73,,0.6,,41.80%,20.62%,0.09,1191,0.6,9.40%,35.30%,47.04,10.87%,11.68%,No,0.16,82.70%,30.60%,0.26,0.71,Yes,0.06,Aug 16 AMC,,97.32K,0.76,3,7.60%,3.72%,29.33%,"17,008",6.86%
42,ZECP,Zacks Earnings Consistent Portfolio ETF,Financial,Exchange Traded Fund,,,,,,,0.55%,,,,,,0.08%,,,,, / ,,,,,,,6.18%,,,,,,2.18%,,,,,21.15  25.72,8.50%,0.21,,,,2.53%,0.88,0.84%,,,,18.54%,0.21,,,,,47.52,0.90%,0.66%,No,,,,1.42,25.07,Yes,,,,21.99K,25.07,,1.11%,0.71%,5.14%,"21,200",0.00%
43,ZDGE,"Zedge, Inc.",Communication Services,Internet Content & Information,,,,0.14,9.50%,14.02M,0.51%,28.44M,6.53,0.3,0.00%,11.96M,14.04%,1.70M,,0,22.20%,0.19% / 0.74,,28.00M,1.02,11.20%,12.97%,0.02M,26.32%,2.72,0.72,,3.20%,7,43.19%,1.25,1.57,,4.00%,1.62  3.74,11.36%,,47.4,64.70%,22.50%,47.59%,1.16,,3,21.50%,91.60%,20.99%,0.09,93,3,8.10%,8.30%,35.1,3.56%,4.26%,Yes,0.05,,6.20%,0.35,1.95,Yes,0.05,Jun 12 AMC,0.00%,30.03K,1.96,2,8.43%,9.60%,11.44%,"7,197",0.51%
44,ZD,"Ziff Davis, Inc.",Communication Services,Advertising Agencies,,RUT,96.28,0.7,0.90%,46.99M,1.66%,3.34B,9.68,6.98,3.20%,45.09M,9.24%,33.30M,19.65,1.53,105.99%,6.26% / 8.28,,1.38B,2.41,83.40%,1.64%,2.82M,25.22%,40.32,1.68,11.77%,1.80%,93.12,18.06%,15.4,4.39,4.90%,3.50%,58.08  94.58,14.55%,,12.81,15.10%,5.30%,28.54%,1.23,,2.5,4.50%,85.90%,16.37%,1.86,4400,2.5,2.50%,15.20%,39.81,3.08%,2.55%,Yes,0,131.10%,4.60%,0.32,66.77,Yes,0.53,Aug 03 AMC,0.00%,340.91K,67.59,2.2,5.27%,2.16%,11.71%,"75,599",1.23%
45,ZCMD,Zhongchao Inc.,Healthcare,Health Information Services,,,,0.11,13.68%,26.02M,4.12%,27.90M,,,0.00%,15.21M,6.45%,2.90M,,,0.20%,0.74% / 17.60,,14.20M,1.96,,,0.11M,1.69%,1.15,1.01,,7.80%,,5.68%,0.5,2.32,,9.10%,0.60  1.40,0.99%,,,28.10%,10.80%,17.14%,0.57,,5.4,7.60%,44.90%,93.33%,0.05,109,5.5,27.40%,20.50%,42.14,1.81%,4.24%,No,0,195.80%,20.80%,0.13,1.17,Yes,0,,,6.40K,1.16,,5.18%,1.51%,0.12%,577,0.85%
46,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,,S&P 500,20.92,12.52,0.59%,51.38M,4.17%,13.37B,21.92,11.95,1.50%,51.12M,17.76%,650.00M,4.53,0.83,91.00%,1.89% / 2.29,,5.50B,2.43,43.30%,0.26%,0.97M,17.27%,58.24,4.5,22.93%,8.70%,302.5,20.36%,1.33,196.62,4.62%,23.10%,224.87  351.74,2.14%,,91.58,39.70%,9.40%,25.54%,1.68,,0.5,9.20%,46.60%,16.47%,11.23,10500,1,17.30%,16.00%,41.73,3.07%,3.32%,Yes,0.74,248.20%,11.80%,0.74,255.42,Yes,0.68,Aug 01 BMO,0.00%,422.83K,261.9,2.2,7.95%,7.83%,7.37%,"214,090",2.54%
47,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,,S&P 500,51.63,2.4,0.10%,208.96M,1.75%,25.83B,15.45,8.03,9.62%,208.74M,13.28%,505.50M,7.13,1.6,92.10%,1.49% / 2.17,,7.20B,3.59,34.80%,0.06%,3.11M,3.26%,59.31,2.09,7.12%,2.40%,150.82,7.95%,1.54,80.76,7.24%,4.10%,102.60  149.25,2.66%,0.96,50.11,12.30%,3.30%,16.84%,1.04,0.77%,0.9,2.30%,71.70%,20.96%,2.5,18000,2,4.90%,12.10%,21.42,1.67%,1.73%,Yes,0.46,36.60%,7.00%,0.69,124.85,Yes,0.42,Aug 01 BMO,39.70%,1.43M,124.11,2.7,8.18%,9.93%,3.54%,"670,173",0.59%
48,ZAPP,Zapp Electric Vehicles Group Limited,Consumer Cyclical,Auto Manufacturers,,,,0.05,8.85%,55.47M,0.67%,82.64M,,,0.00%,50.21M,23.47%,,,,54.59%,0.11% / 0.87,,0.00M,20954.18,,,0.06M,85.34%,0.04,42.86,,,,84.88%,,,,,1.30  10.91,85.28%,,,,,86.25%,0.33,,,,,15.38%,0.16,32,,,,35.61,13.14%,7.45%,No,,,,0.63,1.5,Yes,,,,63.91K,1.5,,5.13%,27.26%,79.60%,"27,568",0.00%
49,Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information,,,,0.53,9.72%,170.62M,1.21%,12.93B,34.78,1.6,0.71%,152.87M,2.73%,,,0.23,96.38%,10.84% / 5.97,,,,18.20%,,16.57M,28.34%,19.2,2.9,36.80%,,55.06,41.71%,,,,,26.14  57.19,72.77%,,,40.01%,,2.69%,1.65,,,,,112.88%,1.97,5724,,,,59.16,4.01%,3.40%,Yes,,,,0.62,55.9,Yes,,Aug 02 AMC,,2.78M,55.65,2.4,2.36%,9.59%,29.00%,"1,170,896",0.45%
50,YYY,Amplify High Income ETF,Financial,Exchange Traded Fund,,,,,,,0.08%,,,,,,0.51%,,,,, / 0.49,,,,,,0.07M,6.64%,,,,,,12.58%,,,,,11.18  13.65,1.37%,1.44,,,,13.49%,0.82,12.19%,,,,5.64%,0.09,,,,,50.78,0.72%,0.68%,Yes,,,,0.5,11.85,Yes,,,,152.03K,11.81,,0.25%,0.71%,0.74%,"52,164",0.34%
51,YY,JOYY Inc.,Communication Services,Internet Content & Information,,,11.66,2.73,1.69%,71.97M,5.97%,2.21B,14.74,2.16,0.00%,51.93M,9.05%,174.60M,,0.4,64.10%,4.35% / 3.96,,2.37B,0.93,190.60%,7.70%,2.26M,12.93%,71.97,0.44,22.00%,1.90%,46.72,21.43%,56.5,0.56,1.39%,3.30%,21.38  39.50,0.79%,2.04,,48.70%,1.30%,19.39%,0.65,6.41%,1.5,27.00%,36.10%,48.92%,1.12,6681,1.5,6.40%,4.60%,44.35,2.87%,3.25%,Yes,0.17,174.50%,7.40%,0.4,32.44,Yes,0.08,May 30 AMC,0.00%,570.11K,31.84,1.8,4.63%,1.01%,1.74%,"155,754",1.85%
52,YXI,ProShares Short FTSE China 50,Financial,Exchange Traded Fund,,,,,,,4.76%,,,,,,3.24%,,,,, / ,,,,,,,8.54%,,,,,,5.28%,,,,,14.70  24.79,1.97%,0.26,,,,31.07%,0.44,1.52%,,,,16.24%,0.38,,,,,54.94,1.47%,1.24%,Yes,,,,1.18,16.47,Yes,,,,11.41K,17.09,,2.93%,0.06%,2.15%,"9,203",3.74%
53,YVR,Liquid Media Group Ltd.,Communication Services,Electronic Gaming & Multimedia,,,,0.2,21.60%,4.83M,6.89%,2.98M,,,0.00%,4.05M,19.40%,12.10M,,,0.40%,1.94% / 0.92,,4.50M,0.66,82.60%,49.99%,0.08M,50.43%,0.3,1.94,,,,65.95%,0.08,7.45,,,0.50  2.24,17.47%,,,5.80%,147.90%,74.06%,1.03,,0.5,8.70%,29.90%,15.19%,0.06,26,0.5,28490.70%,,40.18,12.81%,10.38%,Yes,0.09,24.80%,,0.38,0.59,Yes,0.03,,,85.58K,0.58,,10.09%,11.07%,29.14%,"22,379",1.53%
54,YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants,,,31.54,1.76,0.19%,418.00M,0.84%,23.49B,21.29,2.61,74.90%,402.97M,8.37%,745.00M,0.88,0.67,84.90%,1.39% / 3.34,,10.34B,2.27,54.40%,0.23%,5.59M,10.63%,15.98,3.48,21.24%,3.70%,72.65,14.79%,7.05,7.88,36.04%,6.80%,38.58  64.70,1.62%,0.52,44.15,5.90%,7.90%,14.16%,0.55,0.94%,1.6,4.30%,43.30%,43.93%,1.51,145000,1.8,9.30%,7.00%,40.69,2.10%,2.33%,Yes,0.01,193.80%,4.30%,0.9,56.44,Yes,0.01,Jul 31 AMC,45.80%,1.68M,55.54,2,4.48%,4.17%,4.27%,"1,034,007",1.60%
55,YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,,S&P 500,27,4.95,0.10%,281.00M,0.49%,37.80B,22.6,5.92,13.58%,279.89M,1.67%,1.42B,1.73,1.29,80.10%,1.69% / 2.72,,6.99B,5.41,12.40%,7.93%,4.73M,1.93%,31.22,,12.99%,22.90%,149.2,12.17%,1.23,108.3,15.60%,15.20%,103.96  143.24,4.38%,2.42,75.75,1.80%,62.20%,6.67%,1,1.81%,1,3.10%,48.90%,28.59%,2.11,23000,1,6.30%,31.30%,43.48,1.36%,1.53%,Yes,,22.40%,19.00%,0.29,134.37,Yes,,Aug 02 BMO,49.20%,1.74M,133.68,2.4,1.55%,1.23%,2.16%,"340,345",0.51%
56,YTRA,"Yatra Online, Inc.",Consumer Cyclical,Travel Services,,,,0.06,12.19%,63.59M,18.81%,154.22M,25.26,0.1,0.00%,55.89M,20.60%,3.50M,,0.01,66.30%,0.02% / 0.17,,46.30M,3.33,40.10%,1.82%,0.01M,9.59%,0.13,18.46,1800.00%,4.80%,4,7.47%,0.22,11.02,,36.90%,1.44  3.00,0.41%,,,47.60%,0.30%,20.00%,1.34,,0.9,20.80%,82.50%,66.41%,0.12,961,0.9,97.40%,1.50%,70.65,6.64%,6.12%,No,3.71,105.10%,7.60%,0.86,2.4,Yes,0.32,May 30 BMO,,61.95K,2.4,2,19.25%,16.58%,9.72%,"36,292",0.00%
57,YTEN,"Yield10 Bioscience, Inc.",Basic Materials,Agricultural Inputs,,,,2.84,1.90%,5.00M,76.69%,2.77M,,1.41,,4.99M,76.94%,14.00M,,0.54,8.40%,0.57% / 0.40,,0.40M,6.93,18.40%,8.71%,0.03M,87.44%,0.23,1.9,33.20%,143.90%,14.67,83.74%,0.28,1.54,0.00%,243.40%,1.01  4.19,73.89%,,,53.80%,309.30%,89.60%,1.79,,1.1,13.80%,,56.84%,0.22,30,1.1,0.00%,,17.25,16.75%,10.01%,No,0,11.00%,,114.25,1.01,No,0,May 10 AMC,,72.06K,0.44,2,76.40%,78.96%,83.20%,"5,626,065",56.84%
58,YSG,Yatsen Holding Limited,Consumer Defensive,Household & Personal Products,,,,0.11,5.08%,559.06M,5.00%,632.04M,22.8,0.05,0.00%,361.31M,10.94%,66.20M,,,25.50%,0.89% / 3.14,,499.70M,1.26,43.60%,4.16%,3.21M,15.56%,1.17,0.97,,7.90%,1.24,5.00%,0.63,1.82,,9.80%,0.82  1.82,21.92%,,,,19.80%,37.19%,2.51,,5.7,,69.10%,39.02%,0.07,1837,6.5,14.10%,17.60%,48.98,5.77%,6.57%,Yes,0,118.30%,13.20%,0.66,1.11,Yes,0,May 16 BMO,,1.02M,1.14,2.5,4.60%,4.49%,8.29%,"461,275",2.70%
59,YS,"YS Biopharma Co., Ltd.",Healthcare,Biotechnology,,,1.81,0.69,,93.06M,5.34%,114.54M,,,,87.31M,8.82%,17.70M,,,59.90%,0.35% / 0.45,,687.20M,0.17,,0.32%,0.31M,87.75%,7.58,0.16,,8.80%,,87.24%,0,1145.39,,9.40%,1.12  18.44,87.63%,,,,,93.28%,0.37,,0.5,,,10.71%,0.07,773,0.5,23.20%,,37.96,3.85%,4.89%,No,0,451.30%,,0.04,1.25,Yes,0,,0.00%,692.47K,1.24,,8.64%,11.52%,79.04%,"17,847",1.20%
60,YRD,Yiren Digital Ltd.,Financial,Credit Services,,,1.04,2.14,,88.89M,6.30%,205.94M,,,,88.61M,10.80%,,,,1.60%,0.06% / 0.68,,3.72B,0.06,12.50%,3.78%,0.05M,39.73%,10.12,0.22,,,,93.91%,7.67,0.29,1.49%,,0.67  3.85,62.77%,,,9.50%,17.20%,42.08%,0.81,,,9.10%,,232.84%,0.18,1064,,3.40%,,41.23,6.60%,8.11%,Yes,0.06,26.30%,,1.76,2.23,Yes,0.06,Jun 09 BMO,0.00%,71.76K,2.23,4,8.08%,7.28%,1.73%,"86,126",0.00%
61,YQ,17 Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,,,,0.7,19.01%,48.66M,5.24%,45.10M,,,0.00%,34.68M,9.99%,34.30M,,,10.20%,0.09% / 0.67,,42.80M,1.05,87.90%,4.95%,0.03M,26.82%,1.99,0.45,,23.60%,,52.12%,1.72,0.52,6.61%,31.30%,0.61  2.37,55.88%,,,,27.80%,62.02%,0.41,,4.2,,60.40%,47.56%,0.06,480,4.2,96.00%,93.20%,43.8,5.18%,6.49%,Yes,0,290.60%,80.00%,0.43,0.9,Yes,0,Jun 14 AMC,,44.84K,0.9,4,3.80%,5.19%,24.12%,"13,085",0.01%
62,YPS,Arrow Reverse Cap 500 ETF,Financial,Exchange Traded Fund,,,,,,,0.14%,,,,,,1.11%,,,,, / ,,,,,,,0.97%,,,,,,2.58%,,,,,18.83  23.46,7.56%,0.23,,,,4.74%,1.16,1.02%,,,,18.67%,0.15,,,,,49.98,0.37%,0.22%,Yes,,,,0,22.29,Yes,,,,1.85K,22.35,,1.10%,1.96%,4.34%,1,0.25%
63,YPF,YPF Sociedad Anonima,Energy,Oil & Gas Integrated,,,4.96,2.94,99.50%,391.49M,3.70%,11.85B,4.16,3.51,0.00%,387.46M,3.82%,1.15B,,0.9,50.80%,0.79% / 1.65,,10.64B,1.11,38.40%,3.20%,3.06M,29.34%,20.76,0.7,0.60%,7.60%,11.26,273.15%,1.2,12.15,,19.00%,4.00  16.19,58.76%,,,87.90%,5.90%,9.88%,1.56,,0.6,58.50%,24.80%,264.75%,0.6,22032,1,111.30%,10.60%,51.49,3.70%,4.05%,Yes,0.73,121.00%,10.90%,1.18,14.39,Yes,0.6,Aug 11 BMO,0.00%,1.85M,14.59,3.3,1.34%,2.90%,30.91%,"1,490,223",1.39%
64,YOU,"Clear Secure, Inc.",Technology,Software  Application,,RUT,,0.58,0.10%,90.48M,0.98%,3.79B,41.68,0.57,94.44%,71.82M,7.41%,49.30M,,0.11,109.27%,20.96%,,526.40M,7.2,69.40%,1.32%,15.05M,21.46%,2.95,8.01,46.13%,4.80%,30.17,16.74%,4.77,4.95,,17.20%,21.75  34.72,13.15%,0.28,21.55,,43.60%,31.94%,1.32,1.18%,1.6,,86.20%,8.65%,1.08,3056,1.6,46.00%,21.50%,51.06,3.54%,4.27%,Yes,0,149.40%,9.40%,0.67,22.97,Yes,0,Aug 02 BMO,,1.41M,23.63,2.7,0.97%,0.22%,10.40%,"640,627",2.87%
65,YOTA,Financial,Shell Companies,USA,,,752.86,0.01,46.41%,14.72M,0.00%,77.05M,,,0.00%,6.30M,0.96%,0.20M,,,67.90%,0.14% / 2.49,,,,,238.69%,0.01M,6.36%,7.6,1.39,,0.20%,,,0.05,192.62,,0.20%,9.85  10.65,4.98%,,,,,1.03%,0.02,,0.1,,,7.00%,0.03,2,0.1,,,58.21,0.00%,0.06%,No,0.01,,,0,10.54,Yes,0,,0.00%,3.49K,10.54,,0.43%,1.27%,4.11%,0,0.00%
66,YOSH,Yoshiharu Global Co.,Consumer Cyclical,Restaurants,,,,0.34,60.70%,11.36M,8.32%,6.88M,,,0.00%,4.70M,29.29%,4.20M,,,1.40%,0.23% / 0.05,,8.70M,0.79,113.90%,,0.01M,67.22%,0.4,1.24,,32.10%,,,0.3,1.64,,122.90%,0.47  6.50,63.87%,,,,45.00%,92.38%,,,1.7,,,5.12%,0.08,130,1.8,25.00%,47.40%,34.52,11.04%,11.93%,No,0.56,231.00%,48.60%,0.47,0.5,Yes,0.31,,,236.45K,0.5,,21.59%,31.16%,59.08%,"75,474",1.00%
67,YORW,The York Water Company,Utilities,Utilities  Regulated Water,,RUT,30.76,1.36,0.30%,14.30M,2.12%,592.87M,26.31,1.59,2.18%,14.11M,1.46%,19.40M,6.28,0.45,48.50%,1.28% / 4.15,,61.20M,9.69,8.00%,2.75%,0.18M,3.04%,14.85,2.82,5.30%,,59,3.01%,0,,4.90%,,36.85  47.23,6.98%,0.81,,6.60%,7.10%,11.41%,0.55,1.94%,0.6,4.30%,,13.54%,0.79,116,0.7,26.20%,43.40%,52.33,1.99%,1.84%,Yes,0,29.70%,,0.62,41.24,Yes,0.74,,55.20%,43.40K,41.84,1,0.63%,0.66%,4.57%,"18,497",1.45%
68,YOLO,AdvisorShares Pure Cannabis ETF,Financial,Exchange Traded Fund,,,,,,,1.89%,,,,,,9.44%,,,,, / ,,,,,,,26.63%,,,,,,54.80%,,,,,2.53  6.00,28.06%,0.02,,,,56.83%,1.67,0.90%,,,,2.37%,0.09,,,,,45.14,3.54%,3.48%,Yes,,,,0.27,2.59,Yes,,,,44.29K,2.59,,1.58%,2.26%,23.91%,"8,027",0.15%
69,YMM,Full Truck Alliance Co. Ltd.,Technology,Software  Application,,,50.45,0.13,0.06%,1.06B,8.14%,7.11B,16.65,0.4,0.00%,945.03M,10.24%,140.60M,1.76,0.07,44.20%,3.16% / 6.09,,991.40M,7.17,106.10%,3.32%,29.87M,10.00%,4.43,1.5,42.90%,2.80%,11.07,11.79%,3.36,1.98,28.60%,3.00%,4.58  10.18,16.75%,,,,0.80%,34.58%,0.23,,12.1,,48.20%,45.41%,0.35,6795,12.1,27.70%,3.60%,43.74,4.04%,4.70%,Yes,0,318.10%,14.20%,0.51,6.94,Yes,0,Aug 23 BMO,0.00%,4.91M,6.66,1.6,6.06%,1.86%,6.65%,"1,709,034",4.03%
70,YMAR,FT Cboe Vest International Equity Buffer ETF  March,Financial,Exchange Traded Fund,,,,,,,0.33%,,,,,,2.27%,,,,, / ,,,,,,,6.96%,,,,,,14.19%,,,,,16.51  21.73,11.00%,,,,,2.94%,0.6,,,,,27.74%,0.17,,,,,42.77,0.48%,0.47%,No,,,,0.12,21.25,Yes,,,,32.41K,21.09,,1.56%,0.51%,5.05%,"2,734",0.75%
71,YMAB,"YmAbs Therapeutics, Inc.",Healthcare,Biotechnology,,RUT,,1.69,13.30%,43.67M,2.67%,246.61M,,0.76,3.71%,37.87M,18.39%,73.90M,,0.24,65.80%,5.43% / 7.80,,75.00M,3.29,70.80%,3.55%,2.06M,36.08%,2.47,2.34,18.50%,50.30%,12.86,68.49%,2.17,2.66,,64.80%,2.70  19.52,18.24%,,,30.10%,86.80%,70.44%,0.67,,4.4,,89.70%,113.70%,0.45,147,4.8,93.30%,99.50%,39.47,7.41%,6.22%,Yes,0,77.20%,98.50%,0.71,6.16,Yes,0,Aug 10 AMC,,263.45K,5.77,2.6,7.46%,17.25%,1.12%,"127,119",6.33%
72,YLDE,ClearBridge Dividend Strategy ESG ETF,Financial,Exchange Traded Fund,,,,,,,0.07%,,,,,,0.49%,,,,, / ,,,,,,,6.33%,,,,,,5.19%,,,,,34.50  43.34,8.70%,0.73,,,,2.07%,0.93,1.72%,,,,23.02%,0.25,,,,,47.44,0.60%,0.37%,No,,,,0.34,42.46,Yes,,,,1.93K,42.44,,0.98%,0.84%,5.52%,448,0.04%
73,YLD,Principal Active High Yield ETF,Financial,Exchange Traded Fund,,,,,,,0.08%,,,,,,0.68%,,,,, / ,,,,,,,0.05%,,,,,,2.24%,,,,,17.22  18.91,2.69%,1.2,,,,3.07%,0.52,6.56%,,,,6.45%,0.12,,,,,48.78,0.43%,0.59%,Yes,,,,0.27,18.39,Yes,,,,36.91K,18.33,,0.32%,0.11%,0.73%,"6,819",0.33%
74,YJUN,FT Cboe Vest International Equity Buffer ETF  June,Financial,Exchange Traded Fund,,,,,,,0.17%,,,,,,2.05%,,,,, / ,,,,,,,3.50%,,,,,,11.20%,,,,,15.97  20.96,10.27%,,,,,2.67%,0.64,,,,,27.74%,0.17,,,,,43.96,0.73%,0.62%,No,,,,0.15,20.56,Yes,,,,67.60K,20.4,,1.34%,0.25%,4.43%,"7,036",0.75%
75,YJ,Yunji Inc.,Consumer Cyclical,Internet Retail,,,,8.49,14.41%,20.18M,16.61%,18.43M,,,0.00%,8.12M,39.84%,17.40M,,,20.40%,0.03% / 0.01,,138.20M,0.13,207.30%,2.43%,0.00M,84.34%,91.11,0.01,,6.50%,,91.58%,3.4,0.25,,9.00%,0.86  10.30,89.69%,,,39.20%,7.60%,91.82%,0.53,,2.3,29.10%,30.10%,2.07%,0.13,493,2.4,47.80%,8.10%,22.84,10.78%,8.55%,No,0,32.00%,12.60%,0.55,0.86,Yes,0,Jun 02 BMO,,269.47K,0.84,4,24.49%,45.00%,81.30%,"101,265",2.19%
76,YINN,Direxion Daily FTSE China Bull 3X Shares,Financial,Exchange Traded Fund,,,,,,,14.06%,,,,,,13.42%,,,,, / ,,,,,,,40.48%,,,,,,45.23%,,,,,19.66  77.60,24.82%,0.87,,,,55.26%,1.54,2.51%,,,,76.60%,2.9,,,,,42.88,5.24%,5.10%,Yes,,,,2.64,39.01,Yes,,,,2.10M,34.72,,11.12%,6.79%,19.21%,"3,789,016",11.00%
77,YI,"111, Inc.",Healthcare,Pharmaceutical Retailers,,,,0.57,16.72%,83.67M,1.31%,253.74M,,,0.00%,32.04M,6.34%,47.20M,,,10.10%,0.24% / 0.82,,1.99B,0.13,38.00%,1.16%,0.08M,0.67%,0.71,,,10.50%,,27.43%,1.4,2.15,,88.80%,2.05  4.00,0.00%,,,10.20%,,24.50%,0.95,,0.6,69.70%,6.20%,47.32%,0.13,1657,1.2,23.90%,2.00%,53.32,3.48%,4.15%,Yes,,71.40%,2.40%,0.57,2.96,Yes,,Aug 24 BMO,,94.51K,3.02,1,1.80%,6.69%,5.52%,"36,695",2.03%
78,YGMZ,MingZhu Logistics Holdings Limited,Industrials,Trucking,,,7.13,0.09,62.70%,21.97M,13.64%,14.69M,,,0.00%,8.56M,28.67%,1.90M,,,0.20%,0.92% / 1.15,,114.10M,0.13,243.70%,23.43%,0.08M,59.11%,2.19,0.29,,2.10%,,78.01%,,,,4.00%,0.70  6.50,23.71%,,,2.30%,3.90%,90.12%,1.59,,1.1,40.80%,8.20%,8.29%,0.05,180,1.1,442.40%,1.70%,25.2,6.39%,5.98%,No,0.27,82.60%,1.70%,0.39,0.7,Yes,0.03,,0.00%,68.76K,0.64,,19.05%,28.25%,54.72%,"18,196",8.43%
79,YGF,"YanGuFang International Group Co., Ltd.",Consumer Defensive,Packaged Foods,,,21.78,0.14,83.16%,32.00M,12.76%,94.05M,,,0.00%,5.39M,11.98%,4.30M,,,,0.05% / 0.17,,41.00M,2.29,45.60%,,0.00M,,0.67,4.42,,,,,0.22,13.63,,,2.66  4.56,24.42%,,,,21.00%,35.53%,,,0.4,,72.20%,10.52%,0.19,291,0.5,117.40%,,36.64,5.95%,5.54%,No,0.61,1.70%,,0.18,3.05,Yes,0.42,,0.00%,14.46K,2.94,,8.82%,11.00%,13.34%,"1,753",3.61%
80,YEXT,"Yext, Inc.",Technology,Software  Infrastructure,,RUT,,0.33,3.00%,123.27M,7.98%,1.07B,26.66,0.33,0.16%,112.31M,16.06%,40.50M,,0.07,68.00%,4.62% / 2.65,,401.50M,2.67,27.80%,4.39%,5.19M,19.85%,1.14,7.72,17.86%,8.30%,11.67,74.19%,1.78,4.95,,30.20%,4.00  14.35,34.71%,,50.61,1.60%,52.30%,38.70%,1.18,,1.3,18.70%,74.90%,119.92%,0.4,1200,1.3,0.70%,10.10%,34.02,3.49%,3.94%,Yes,0,98.30%,10.10%,0.41,8.96,Yes,0,Jun 06 AMC,,1.96M,8.8,2.8,8.15%,16.86%,8.81%,"542,347",1.82%
81,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,,,52.3,0.86,0.40%,86.53M,8.55%,3.85B,16.44,2.73,0.00%,86.26M,6.21%,74.60M,6.1,0.47,98.00%,9.05% / 6.13,,1.60B,2.4,57.10%,5.30%,7.81M,8.39%,6.27,7.15,24.52%,7.20%,46.87,1.43%,1.96,22.93,8.58%,14.10%,27.86  49.01,8.50%,,38.66,32.40%,16.00%,8.56%,2.42,,0.9,20.10%,48.00%,60.88%,1.84,922,2,3.10%,6.70%,61.67,3.82%,2.82%,Yes,0.17,58.30%,4.60%,1.52,46.42,Yes,0.12,Aug 10 BMO,0.00%,1.27M,44.82,2.2,8.26%,14.63%,11.83%,"1,320,273",3.45%
82,YELP,Yelp Inc.,Communication Services,Internet Content & Information,,RUT,87.31,0.49,1.60%,69.82M,4.55%,2.83B,27.06,1.6,11.71%,65.54M,12.99%,36.10M,3.01,0.35,95.90%,4.69% / 4.01,,1.23B,2.31,1.90%,2.93%,3.08M,40.10%,10.08,4.29,65.32%,3.60%,42.8,12.14%,6.32,6.84,28.99%,5.10%,25.30  47.59,58.08%,,17.68,22.40%,3.90%,9.18%,1.46,,3,7.00%,91.20%,70.83%,1.39,4900,3,12.90%,4.70%,57,3.44%,2.97%,Yes,0,32.10%,3.00%,0.45,42.8,Yes,0,Aug 03 AMC,0.00%,766.46K,43.22,3,0.36%,11.41%,33.31%,"235,029",0.98%
83,YELL,Yellow Corporation,Industrials,Trucking,,,,0.11,1.60%,51.73M,52.38%,89.10M,,3.48,,50.61M,57.41%,5.30M,,0.96,43.90%,17.78% / 0.71,,5.14B,0.02,119.40%,2.20%,9.00M,48.95%,8.44,,15.90%,0.20%,2.5,78.51%,2.95,0.58,,1.40%,0.43  8.51,32.27%,,,26.70%,16.70%,80.01%,2.78,,1.3,1.40%,12.10%,293.52%,0.78,30000,1.3,8.10%,3.50%,48.6,51.21%,47.06%,Yes,,96.10%,0.10%,0.38,1.95,Yes,,Aug 09 BMO,0.00%,12.70M,1.7,3,6.07%,14.71%,26.52%,"3,284,488",12.82%
